OpenAlex ID,ORCID,Name,Alt Names,Publications,Citations,h-index,Number of Institutions,first_names,last_name,last_init,name_raw,id,fi_ln
A5001779895,,Guillaume Marteau,"['G. Marteau', 'Guillaume Marteau']",3,0,0,1,guillaume,marteau,m,guillaume marteau,A5001779895,g marteau
A5113204459,,Cphln Consortium,"['Cphln Consortium', 'consortium, CPHLN']",1,1,1,22,cphln,consortium,c,cphln consortium,A5113204459,c consortium
A5113339056,,Devan Gill,"['Devan Gill', 'Gill D S']",4,1,1,4,devan,gill,g,devan gill,A5113339056,d gill
A5064183868,,Elder Roberta Price,['Elder Roberta Price'],9,186,5,8,elder roberta,price,p,elder roberta price,A5064183868,e price
A5081723280,https://orcid.org/0000-0002-6416-1044,Seyedeh Pegah Kiaei Ziabari,['Seyedeh Pegah Kiaei Ziabari'],3,51,2,1,seyedeh pegah kiaei,ziabari,z,seyedeh pegah kiaei ziabari,A5081723280,s ziabari
A5101963312,https://orcid.org/0000-0003-2822-5466,Jie Liang,"['Jie Liang', 'Liang, Jie']",43,1013,16,24,jie,liang,l,jie liang,A5101963312,j liang
A5100357248,https://orcid.org/0000-0002-6515-5260,Dongwoo Kim,"['D. Kim', 'David Kim', 'David R. Kim', 'DongWoo Kim', 'Dongwoo KIM', 'Dongwoo Kim', 'Dr. David Kim', 'KIM, D.', 'Kim, David', 'Kim, Dongwoo', '김동우']",232,5309,30,34,dongwoo,kim,k,dongwoo kim,A5100357248,d kim
A5037060995,https://orcid.org/0009-0004-2665-2629,Meihui Li,"['Mei Hui \xadLI', 'Mei-Hui Li', 'Meihui LI', 'Meihui Li']",71,927,18,37,meihui,li,l,meihui li,A5037060995,m li
A5038507262,,Evan Caldbick,"['Caldbick, Evan', 'Evan Caldbick']",5,29,1,1,evan,caldbick,c,evan caldbick,A5038507262,e caldbick
A5100611353,https://orcid.org/0000-0002-8729-1570,George Zhang,"['G. Zhang', 'George Zhang', 'Zhang, George']",31,373,12,12,george,zhang,z,george zhang,A5100611353,g zhang
A5110940650,,Béatrice Dupuy,"['Beatrice Dupuy', 'Béatrice Dupuy', 'Dupuy, Béatrice']",3,0,0,4,béatrice,dupuy,d,béatrice dupuy,A5110940650,b dupuy
A5021451646,https://orcid.org/0000-0002-2940-4004,Sakshi Gautam,['Sakshi Gautam'],12,87,4,4,sakshi,gautam,g,sakshi gautam,A5021451646,s gautam
A5016121668,https://orcid.org/0000-0002-3765-509X,Silvester B. Pratasik,"['Pratasik, Silvester B.', 'Silvester B Pratasik', 'Silvester B. Pratasik', 'Silvester Benny Pratasik', 'Silvester Pratasik']",47,149,7,5,silvester b.,pratasik,p,silvester b. pratasik,A5016121668,s pratasik
A5040806971,https://orcid.org/0000-0002-6498-8105,Eva-Maria Graf,"['E GRAF', 'E Graf', 'E. GRAF', 'E. Graf', 'EVA-MARIA GRAF', 'Eva Graf', 'Eva-Maria Graf', 'Graf, Eva', 'Graf, Eva-Maria']",155,814,15,26,eva-maria,graf,g,eva-maria graf,A5040806971,e graf
A5001300939,,Neha Claire,['Neha Claire'],1,11,1,1,neha,claire,c,neha claire,A5001300939,n claire
A5008162705,https://orcid.org/0000-0002-2616-1561,Anita Fetzer,"['ANITA FETZER', 'Anita Fetzer', 'Fetzer, Anita']",167,2772,31,52,anita,fetzer,f,anita fetzer,A5008162705,a fetzer
A5101097235,,Zhang Yanshu,"['Yanshu Zhang', 'Zhang Yanshu', 'Zhang, Yanshu']",11,8,1,3,zhang,yanshu,y,zhang yanshu,A5101097235,z yanshu
A5003324911,,Taylor K. Audrey,['Taylor K. Audrey'],1,0,0,1,taylor k.,audrey,a,taylor k. audrey,A5003324911,t audrey
A5001049383,https://orcid.org/0000-0002-0309-129X,Emma L. Williams,"['E L Williams', 'E Williams', 'E. L. Williams', 'E. Williams', 'E.L. Williams', 'EL Williams', 'Emma L Williams', 'Emma L. Williams', 'Emma Louise Williams', 'Emma Williams', 'Emma\xa0L. Williams', 'Williams, Emma']",95,2450,26,31,emma l.,williams,w,emma l. williams,A5001049383,e williams
A5055420269,https://orcid.org/0000-0002-9716-3433,R. F. Kiefl,"['Kiefl, R. F.', 'Kiefl, Robert', 'Kiefl, Robert F.', 'Kiefl, Robert Francis', 'R F Kiefl', 'R. F. KIEFL', 'R. F. Kiefl', 'R. Kiefl', 'R.F Kiefl', 'R.F. Kiefl', 'R.F. Kieﬂ', 'R.\u2009F. Kiefl', 'Robert F. Kiefl']",283,8416,43,37,r. f.,kiefl,k,r. f. kiefl,A5055420269,r kiefl
A5059649947,https://orcid.org/0000-0001-8509-3194,David Clarke,"['Bulent Citgez', 'Clarke', 'Clarke, David', 'Clarke, David B.', 'D B Clarke', 'D CLARKE', 'D Clarke', 'D. B. Clarke', 'D. Clarke', 'D.B. Clarke', 'DAVID CLARKE', 'David B Clarke', 'David B. Clarke', 'David Clarke', 'David Clarke Clarke', 'Dr. David Clarke', 'Elizabeth Tucker', 'Jeffrey Jacobs', 'Robert Ashforth', ""S O'brien""]",434,3856,29,49,david,clarke,c,david clarke,A5059649947,d clarke
A5053445753,,J. E. Sonier,"['J E Sonier', 'J SONIER', 'J Sonier', 'J. E. Sonier', 'J. Sonier', 'J.E Sonier', 'J.E. Sonier', 'Sonier, J. E.']",46,1320,14,7,j. e.,sonier,s,j. e. sonier,A5053445753,j sonier
A5095550599,,Kyong Chun,['Kyong Chun'],1,0,0,2,kyong,chun,c,kyong chun,A5095550599,k chun
A5087730138,,Alex Ciok,"['Alex Ciok', 'Ciok, Alex']",5,7,1,1,alex,ciok,c,alex ciok,A5087730138,a ciok
A5112637734,,Cindy Xin,"['C. Xin', 'Cindy Xin', 'Cindy Xuying Xin', 'Xin, C.', 'Xin, Cindy']",28,344,7,6,cindy,xin,x,cindy xin,A5112637734,c xin
A5036324257,,Anurag Piyamrao Wasnik,"['Abhinav Jain', 'Anurag Piyamrao Wasnik', 'Anurag Wasnik', 'Arcan Aydemir']",10,34,4,3,anurag piyamrao,wasnik,w,anurag piyamrao wasnik,A5036324257,a wasnik
A5106634120,,Andrei Frolov,"['Andrei Frolov', 'Frolov, Andrei']",2,272,2,1,andrei,frolov,f,andrei frolov,A5106634120,a frolov
A5095742090,https://orcid.org/0000-0002-8130-7092,Cai Feng,"['Cai (Mitsu) Feng', 'Cai Feng']",1,46,1,1,cai,feng,f,cai feng,A5095742090,c feng
A5118293538,,Alissa Hewton,['Alissa Hewton'],1,0,0,1,alissa,hewton,h,alissa hewton,A5118293538,a hewton
A5083398015,,Mani Sadati,['Mani Sadati'],1,7,1,2,mani,sadati,s,mani sadati,A5083398015,m sadati
A5087439130,,S Ferse,['S Ferse'],1,0,0,1,s,ferse,f,s ferse,A5087439130,s ferse
A5069050938,,Jason Douglas Edward Proulx,['Jason Douglas Edward Proulx'],5,11,1,2,jason douglas edward,proulx,p,jason douglas edward proulx,A5069050938,j proulx
A5082680867,,Ric Hohn,['Ric Hohn'],1,0,0,1,ric,hohn,h,ric hohn,A5082680867,r hohn
A5031789112,,Becky Wei Lin,['Becky Wei Lin'],1,14,1,1,becky wei,lin,l,becky wei lin,A5031789112,b lin
A5081260847,,Chie Hanaoka,"['Chie Hanaoka', 'HANAOKA, Chie', 'Hanaoka, Chie']",25,536,6,18,chie,hanaoka,h,chie hanaoka,A5081260847,c hanaoka
A5024874181,https://orcid.org/0000-0002-4843-8410,Joey Lam,['Joey Lam'],2,64,2,3,joey,lam,l,joey lam,A5024874181,j lam
A5100324734,https://orcid.org/0009-0007-2822-2392,Shan Li,"['Li, Shan', 'S.Z. Li', 'Shan LI', 'Shan Li']",35,281,8,21,shan,li,l,shan li,A5100324734,s li
A5035702257,https://orcid.org/0000-0001-8130-4644,Fred Burge,"['Burge, Fred', 'Burge, Frederick', 'F Burge', 'F I Burge', 'F. Burge', 'Fred Burge', 'Fred I Burge', 'Fred I. Burge', 'Frederick Burge', 'Frederick I Burge', 'Frederick I. Burge']",196,5182,40,27,fred,burge,b,fred burge,A5035702257,f burge
A5046535398,https://orcid.org/0000-0002-4065-4151,Diane Lacaille,"['D Lacaille', 'D. Lacaille', 'DIANE LACAILLE', 'Diane Lacaille', 'Diane V. Lacaille']",271,10608,51,60,diane,lacaille,l,diane lacaille,A5046535398,d lacaille
A5115635382,https://orcid.org/0009-0002-3832-4900,Bridget McClarty,"['Bridget McClarty', 'McClarty, Bridget']",2,1,1,1,bridget,mcclarty,m,bridget mcclarty,A5115635382,b mcclarty
A5037118228,,Martin Laba,['Martin Laba'],11,18,2,1,martin,laba,l,martin laba,A5037118228,m laba
A5107606734,,Abigail H. Feresten,['Abigail H. Feresten'],1,0,0,1,abigail h.,feresten,f,abigail h. feresten,A5107606734,a feresten
A5072681799,,Milton McClaren,"['M. McClaren', 'McClaren, Milton', 'Milton McClaren']",23,127,7,1,milton,mcclaren,m,milton mcclaren,A5072681799,m mcclaren
A5110248522,,DA Patterson,['DA Patterson'],6,50,5,2,da,patterson,p,da patterson,A5110248522,d patterson
A5109137694,,Ronald Swanstrom,"['R Swanstrom', 'R. Swanstrom', 'R.I Swanstrom', 'Ronald Swanstrom', 'Swanstrom, R.', 'Swanstrom, Ronald']",89,4247,33,16,ronald,swanstrom,s,ronald swanstrom,A5109137694,r swanstrom
A5093348564,,Casandra Pacholski,['Casandra Pacholski'],4,1,1,1,casandra,pacholski,p,casandra pacholski,A5093348564,c pacholski
A5100674540,https://orcid.org/0000-0001-8252-2758,Mingxin Li,"['Li Mingxin', 'Li, Ming-Xin', 'Li, Mingxin', 'MINGXIN LI', 'Ming-Xin Li', 'Ming-xin LI', 'Ming-xin Li', 'Mingxin Li', 'Qin Li']",173,2526,27,67,mingxin,li,l,mingxin li,A5100674540,m li
A5065312527,https://orcid.org/0000-0001-6143-7888,Mahmoud Alashi,"['Mahmoud Al Ashi', 'Mahmoud Alashi']",10,75,4,2,mahmoud,alashi,a,mahmoud alashi,A5065312527,m alashi
A5064605550,https://orcid.org/0009-0006-4845-3270,Jiaxing Li,"['J LI', 'Jiaxing Li', 'Jinhan Li', 'Li, Jiaxing', 'Li, Jinhan']",8,3,1,6,jiaxing,li,l,jiaxing li,A5064605550,j li
A5040783091,,S. R. Dunsiger,"['Dunsiger, S. R.', 'S. R. Dunsiger', 'S.\u2009R. Dunsiger']",10,51,3,2,s. r.,dunsiger,d,s. r. dunsiger,A5040783091,s dunsiger
A5110100857,,Martin Petric,"['Lindsay Nicolle', 'MARTIN PETRIC', 'Martin Petric', 'Petric, Martin', 'Petric, Martin Peter']",153,12987,57,37,martin,petric,p,martin petric,A5110100857,m petric
A5000622487,https://orcid.org/0000-0002-5489-6880,Peter M. Atkinson,"['Atkinson, P.', 'Atkinson, P.M.', 'Atkinson, Peter', 'Atkinson, Peter M', 'Atkinson, Peter M.', 'Atkinson, Peter Michael', 'M. Peter Atkinson', 'P Atkinson', 'P M Atkinson', 'P. Atkinson', 'P. M. ATKINSON', 'P. M. Atkinson', 'P.M Atkinson', 'P.M. ATKINSON', 'P.M. Atkinson', 'PETER ATKINSON', 'PETER M ATKINSON', 'PETER M. ATKINSON', 'Peter Atkinson', 'Peter M Atkinson', 'Peter M. Atkinson', 'Peter Michael Atkinson', 'Peter.M. Atkinson', 'Qiang Shen', 'Yong Ge']",762,31446,87,33,peter m.,atkinson,a,peter m. atkinson,A5000622487,p atkinson
A5042583736,https://orcid.org/0000-0002-7952-8320,Richard H. Glazier,"['Glazier R', 'Glazier, R.H.', 'Glazier, Richard', 'Nizar N Mahomed', 'R Glazier', 'R H Glazier', 'R. Glazier', 'R. H. Glazier', 'R.H. Glazier', 'RH Glazier', 'RICHARD GLAZIER', 'RICHARD H. GLAZIER', 'Richard  H. Glazier', 'Richard Glazier', 'Richard H Glazier', 'Richard H. Glazier', 'Richard Henry Glazier']",455,20317,75,90,richard h.,glazier,g,richard h. glazier,A5042583736,r glazier
A5100366890,https://orcid.org/0000-0003-3893-715X,Shuo Chen,"['Chen Shuo', 'Chen, Shuo', 'Keren Chen', 'Mingwei Ma', 'Qiao Lin', 'S Chen', 'S. Chen', 'SHUO CHEN', 'Shuo Chen', 'Shuo Chen -', 'Shuo Chen .', 'Zejun Yan', '陈 硕 CHEN Shuo', '陈硕 CHEN Shuo', '陈硕 Chen Shuo']",325,5758,41,141,shuo,chen,c,shuo chen,A5100366890,s chen
A5108922685,,Valentin Jamouille,['Valentin Jamouille'],1,3,1,3,valentin,jamouille,j,valentin jamouille,A5108922685,v jamouille
A5022194848,https://orcid.org/0000-0001-9870-912X,Jose Pizarro,"['J. Pizarro', 'Jose Pizarro', 'Pizarro, J.', 'Pizarro, Jose']",16,40,4,7,jose,pizarro,p,jose pizarro,A5022194848,j pizarro
A5102000843,https://orcid.org/0000-0003-4537-4180,Isabelle Côté,"['Côté, Isabelle', 'I Côté', 'Isabelle Cote', 'Isabelle Côté']",35,314,11,6,isabelle,côté,c,isabelle côté,A5102000843,i côté
A5113986242,,Tianbu Wu,['Tianbu Wu'],1,2,1,2,tianbu,wu,w,tianbu wu,A5113986242,t wu
A5004831418,https://orcid.org/0000-0001-8587-154X,William Niver,"['Will Niver', 'William Niver']",2,1,1,1,william,niver,n,william niver,A5004831418,w niver
A5114800443,,Amelia C. Pellaers,['Amelia C. Pellaers'],1,0,0,1,amelia c.,pellaers,p,amelia c. pellaers,A5114800443,a pellaers
A5012667753,https://orcid.org/0000-0001-9632-0399,David S. Hall,"['D HALL', 'D Hall', 'D. Hall', 'D. S. Hall', 'D.S. Hall', 'DAVID S. HALL', 'David Hall', 'David S Hall', 'David S. Hall', 'David Scott Hall', 'Hall, D', 'Hall, David', 'Hall, David S', 'Hall, David S.', 'Hall, David Scott']",141,6602,34,29,david s.,hall,h,david s. hall,A5012667753,d hall
A5092117482,,Ruth Ormiston,"['Ormiston, Ruth', 'Ruth Ormiston']",3,1,1,1,ruth,ormiston,o,ruth ormiston,A5092117482,r ormiston
A5004349556,https://orcid.org/0000-0002-0271-2816,Ahmad Sedigh Baroughi,"['A. S. Baroughi', 'Ahmad Sadigh Baroughi', 'Ahmad Sedigh Baroughi']",8,81,4,3,ahmad sedigh,baroughi,b,ahmad sedigh baroughi,A5004349556,a baroughi
A5100398805,https://orcid.org/0000-0003-2940-9814,Kun Liu,"['K LIU', 'K Liu', 'K. LIU', 'Kun Liu', 'Kun, Liu', 'LIU Kun', 'Liu Kun', 'Liu, Kun', 'Sicong Zhao', 'Xiaoping Zeng']",425,10641,54,158,kun,liu,l,kun liu,A5100398805,k liu
A5014706926,,M. Rajesh Kannan,"['Kannan M', 'Kannan, M. Rajesh', 'M Kannan', 'M. Kannan', 'M. Rajesh Kannan', 'Mithra Kannan']",95,389,8,10,m. rajesh,kannan,k,m. rajesh kannan,A5014706926,m kannan
A5110971818,,Steve Reynolds,"['S Reynolds', 'S. Reynolds', 'S.M. Reynolds', 'STEVE REYNOLDS', 'Steve Reynolds']",32,573,8,11,steve,reynolds,r,steve reynolds,A5110971818,s reynolds
A5083414674,https://orcid.org/0000-0003-1377-7444,Amir Safari,"['A. Safari', 'Amir Hosein Safari', 'Amir Safari', 'Safari, A.', 'Safari, Amir', 'Safari, Amir Hosein']",16,176,7,9,amir,safari,s,amir safari,A5083414674,a safari
A5071862427,,Vernie Aguda,['Vernie Aguda'],21,381,5,12,vernie,aguda,a,vernie aguda,A5071862427,v aguda
A5005355207,https://orcid.org/0000-0001-5762-1869,Wolfgang Aigner,"['Aigner Wolfgang', 'Aigner, W.', 'Aigner, Wolfgang', 'W. Aigner', 'Wol Aigner', 'Wolfgang Aigner']",196,4375,33,16,wolfgang,aigner,a,wolfgang aigner,A5005355207,w aigner
A5041150754,https://orcid.org/0000-0002-6122-6383,Amin Farjah,"['A. Farjah', 'Amin Farjah']",11,97,4,4,amin,farjah,f,amin farjah,A5041150754,a farjah
A5084953118,https://orcid.org/0000-0002-4506-6973,Ping Tan,"['P. Tan', 'Ping Ping Tan', 'Ping TAN -', 'Ping Tan', 'Tan, Ping']",220,14375,59,18,ping,tan,t,ping tan,A5084953118,p tan
A5053295150,,Aki Ayukawa Avis,['Aki Ayukawa Avis'],2,3,1,2,aki ayukawa,avis,a,aki ayukawa avis,A5053295150,a avis
A5101738811,https://orcid.org/0000-0002-7310-8608,Zhenyu Cheryl Qian,"['Cheryl Qian', 'Cheryl Z Qian', 'Cheryl Z. Qian', 'Cheryl Zhenyu Qian', 'Zhenyu Cheryl Qian', 'Zhenyu Qian']",95,521,12,13,zhenyu cheryl,qian,q,zhenyu cheryl qian,A5101738811,z qian
A5013773955,https://orcid.org/0000-0001-5837-1312,Jannis Androutsopoulos,"['Androutopoulos, Jannis K.', 'Androutsopoulos , Jannis', 'Androutsopoulos, Jannis', 'Androutsopoulos, Jannis K. 1967-', 'J ANDROUTSOPOULOS', 'JANNIS ANDROUTSOPOULOS', 'Jannis Androutsopoulos', 'Jannis K. Androutsopoulos']",166,5681,34,61,jannis,androutsopoulos,a,jannis androutsopoulos,A5013773955,j androutsopoulos
A5101102768,,Jianliang Wu,"['Jianliang Wu', 'Wu, Jianliang']",16,165,8,5,jianliang,wu,w,jianliang wu,A5101102768,j wu
A5107043699,,Yiwei Liu,['Yiwei Liu'],1,0,0,1,yiwei,liu,l,yiwei liu,A5107043699,y liu
A5090514631,https://orcid.org/0000-0003-1960-2936,Hugo Ferrari Cardoso,"['Cardoso, Hugo Eckener Dantas de Pereira [UNESP]', 'Cardoso, Hugo F.', 'Cardoso, Hugo Ferrari', 'Cardoso, Hugo Ferrari (Ed.)', 'Cardoso, Hugo Ferrari [UNESP]', 'H.F. Cardoso', 'Hugo Cardoso', 'Hugo F. Cardoso', 'Hugo Ferrari CARDOSO', 'Hugo Ferrari Cardoso']",105,306,9,15,hugo ferrari,cardoso,c,hugo ferrari cardoso,A5090514631,h cardoso
A5037017144,https://orcid.org/0000-0001-9051-4205,Karel Proesmans,"['K. Proesmans', 'Karel Proesmans', 'Proesmans, K.', 'Proesmans, Karel']",42,699,11,8,karel,proesmans,p,karel proesmans,A5037017144,k proesmans
A5100614211,https://orcid.org/0000-0002-4808-2637,Ke Wang,"['Islam', 'K WANG', 'KE WANG', 'Ke WANG', 'Ke Wang', 'WANG Ke', 'Wang Ke', 'Wang, Ke', 'Xunpeng Shi', 'Zhixiang Zhou']",417,10383,55,123,ke,wang,w,ke wang,A5100614211,k wang
A5069328618,,K. Liu,['K. Liu'],1,2,1,1,k.,liu,l,k. liu,A5069328618,k liu
A5100594939,,Qijian He,['Qijian He'],1,0,0,1,qijian,he,h,qijian he,A5100594939,q he
A5047372644,https://orcid.org/0000-0001-9812-1537,Ze-Nian Li,"['Li, Ze-Nian', 'ZE-NIAN LI', 'Ze-Nian Li', 'Ze-nian Li', 'Zenian Li']",159,2219,25,10,ze-nian,li,l,ze-nian li,A5047372644,z li
A5114907477,,Gavin Theys,['Gavin Theys'],1,0,0,1,gavin,theys,t,gavin theys,A5114907477,g theys
A5028735533,https://orcid.org/0000-0002-2953-8811,Anna Kim,"['An-Na Kim', 'Anna H. Kim', 'Anna Kim', 'Anna Kim M.D.', 'Kim, Anna']",211,2624,23,52,anna,kim,k,anna kim,A5028735533,a kim
A5083922083,,Suzanne Therrien,"['Suzanne Therrien', 'Therrien, Suzanne']",10,144,7,4,suzanne,therrien,t,suzanne therrien,A5083922083,s therrien
A5095334926,,Tatiana Losev,['Tatiana Losev'],1,0,0,1,tatiana,losev,l,tatiana losev,A5095334926,t losev
A5012187461,https://orcid.org/0000-0003-3154-5743,Ivan V. Bajić,"['Bajic, Ivan', 'Bajic, Ivan V.', 'Bajić, Ivan', 'Bajić, Ivan V.', 'I. V. Bajic', 'I.V. Bajic', 'Ivan Bajic', 'Ivan Bajić', 'Ivan V Bajic', 'Ivan V Bajić', 'Ivan V. Bajic', 'Ivan V. Bajić', 'V. Ivan Bajić']",304,4486,30,11,ivan v.,bajić,b,ivan v. bajić,A5012187461,i bajić
A5079766012,https://orcid.org/0000-0003-3236-5234,Pengcheng Xi,"['P. Xi', 'PeiYan Xi', 'Peng-Cheng Xi', 'Peng-cheng Xi', 'Pengcheng XI', 'Pengcheng Xi', 'Pengju Xi', 'Shu, Chang', 'Xi, P.', 'Xi, Pengcheng']",117,1195,16,17,pengcheng,xi,x,pengcheng xi,A5079766012,p xi
A5091894013,,Arlene Kent Spracklin,['Arlene Kent Spracklin'],1,0,0,1,arlene kent,spracklin,s,arlene kent spracklin,A5091894013,a spracklin
A5055783023,https://orcid.org/0000-0002-9315-5057,Philip C. Holz,"['Holz, Philip', 'Holz, Philip C.', 'P Holz', 'P. C. Holz', 'P.\u2009C. Holz', 'Philip C. Holz']",21,275,8,4,philip c.,holz,h,philip c. holz,A5055783023,p holz
A5077280597,https://orcid.org/0000-0002-0404-8701,J. Taylor Perron,"['J Taylor Perron', 'J. Perron', 'J. T. Perron', 'J. Taylor Perron', 'J. TaylorPerron(Http://Orcid.Org/0000-0002-0404-8701), Myrow', 'J.T. Perron', 'JT Perron', 'Perron, J Taylor', 'Perron, J. Taylor']",215,8090,42,9,j. taylor,perron,p,j. taylor perron,A5077280597,j perron
A5064894884,,Vera Yang,"['Vera Yang', 'Yang, Vera']",2,3,1,1,vera,yang,y,vera yang,A5064894884,v yang
A5057727596,https://orcid.org/0000-0003-2264-4803,N. R. Lee-Hone,"['Lee-Hone, N. R.', 'Lee-Hone, Nicholas R.', 'N R Lee-Hone', 'N. R. Lee-Hone', 'N.R. Lee-Hone', 'Nicholas Lee Hone', 'Nicholas R. Lee-Hone']",34,749,13,7,n. r.,lee-hone,l,n. r. lee-hone,A5057727596,n lee-hone
A5071669840,,J. Wasowski,['J. Wasowski'],1,0,0,2,j.,wasowski,w,j. wasowski,A5071669840,j wasowski
A5004975866,https://orcid.org/0000-0002-4625-5426,Alysha van Duynhoven,['Alysha van Duynhoven'],12,155,6,1,alysha van,duynhoven,d,alysha van duynhoven,A5004975866,a duynhoven
A5011082676,https://orcid.org/0000-0003-0373-5806,Henry Fu,['Henry Fu'],2,13,1,1,henry,fu,f,henry fu,A5011082676,h fu
A5015536732,https://orcid.org/0009-0004-2402-5365,Megan Mattes,['Megan Mattes'],3,4,1,1,megan,mattes,m,megan mattes,A5015536732,m mattes
A5024577116,https://orcid.org/0000-0001-8072-2836,Hertzel C. Gerstein,"['Gerstein HC', 'Gerstein, H. C', 'Gerstein, Hertzel C', 'Gerstein, Hertzel C.', 'H C Gerstein', 'H GERSTEIN', 'H Gerstein', 'H. C Gerstein', 'H. C. GERSTEIN', 'H. C. Gerstein', 'H. G. Gerstein', 'H. Gerstein', 'H.C Gerstein', 'H.C. Gerstein', 'HC Gerstein', 'HERTZEL C. GERSTEIN', 'HERTZEL GERSTEIN', 'Harold Gerstein', 'Hertzel  C. Gerstein', 'Hertzel C Gerstein', 'Hertzel C. GERSTEIN', 'Hertzel C. Gerstein', 'Hertzel Chaim Gerstein', 'Hertzel Gerstein', 'Hertzel\xa0C. Gerstein', 'HilaryB. Gerstein', 'Michael D Noseworthy', 'Michael E Miller', 'S Yusuf', 'Yoon Shin Cho', '\xa0H. Gerstein']",764,76598,120,100,hertzel c.,gerstein,g,hertzel c. gerstein,A5024577116,h gerstein
A5032217538,https://orcid.org/0000-0002-6316-9802,Dennys Silva-Reis,"['DENNYS SILVA-REIS', 'Dennys Silva-Reis']",77,69,4,20,dennys,silva-reis,s,dennys silva-reis,A5032217538,d silva-reis
A5044200406,https://orcid.org/0000-0002-5636-9056,Marinko V. Šarunic,"['M V Sarunic', 'M. V. Sarunic', 'Marinko  V. Sarunic', 'Marinko Sarunic', 'Marinko V Sarunic', 'Marinko V. Sarunic', 'Marinko V. Šarunic', 'Marinko Šarunic', 'Sarunic, Marinko', 'Sarunic, Marinko V.']",303,7613,47,18,marinko v.,šarunic,š,marinko v. šarunic,A5044200406,m šarunic
A5029420457,https://orcid.org/0000-0002-5174-104X,Maria Mathews,"['M Mathews', 'M. Mathews', 'Maria Mathews', 'Mathews, Maria.', 'T.S. MATHEWS, M.R.C.P., D.C.H.']",216,2752,28,27,maria,mathews,m,maria mathews,A5029420457,m mathews
A5037662290,https://orcid.org/0000-0002-9894-6966,Dionysis Nikolopoulos,"['D Nikolopoulos', 'D. Nikolopoulos', 'Dionisios Nikolopoulos', 'Dionysios Nikolopoulos', 'Dionysis Nikolopoulos', 'Dionysis S Nikolopoulos', 'Dionysis S. Nikolopoulos', 'Nikolopoulos, Dionysis (author)']",119,1318,20,14,dionysis,nikolopoulos,n,dionysis nikolopoulos,A5037662290,d nikolopoulos
